Value,Label
cross gartheu bhantheu chadney duniya farak Sangai huney asambhav cross cross gartheu bhantheu chadney duniya farak Sangai huney asambhav cross,RomanNep
ah there is nothing like staying at home for real comfort ah there is nothing like staying at home for,English
if all else perished and he remained i should still continue to be and if all else remained and he,English
do not fear failure but rather fear not trying do not fear failure but rather fear not trying do not,English
Yes udharan hau kapal nakateko mahina bhaiskayo sarkari jaagire manpardaina Yes udharan Yes udharan hau kapal nakateko mahina bhaiskayo sarkari,RomanNep
hasna dew dew Ujjwal vabisye aasta dew dew dew hasna dew dew Ujjwal vabisye aasta dew dew dew hasna dew,RomanNep
i decided it is better to scream silence is the real crime against humanity i decided it is better to,English
Prayatna hoen prasansha thakit yuwa Pugisakyo jaslai thichomicho irshya Andho samajma ratando bakwas Prayatna hoen prasansha thakit yuwa Pugisakyo jaslai,RomanNep
kahilekahai jadai dekhchu kahilekahai jadai dekhchu kahilekahai jadai dekhchu kahilekahai jadai dekhchu kahilekahai jadai dekhchu kahilekahai jadai dekhchu kahilekahai jadai,RomanNep
Sangeet jiwanko surtaal madal Sukha metne NepHop kher jotne goru ghatima damlo Sangeet jiwanko surtaal madal Sukha metne NepHop kher,RomanNep
great spirits have always encountered violent opposition from mediocre minds great spirits have always encountered violent opposition from mediocre minds,English
the pessimist complains about the wind the optimist expects it to change the realist adjusts the sails the pessimist complains,English
janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license janaiparcha license,RomanNep
i myself have never been able to find out precisely what feminism is i only know that people call me,English
bityo chuso thuna Nindra jhuldai kapda maila Thopda fuldai Vuldaitheyam kanon niyem thuldai bityo chuso thuna Nindra jhuldai kapda maila,RomanNep
things change and friends leave life doesnt stop for anybody things change and friends leave life doesnt stop for anybody,English
Maile timilai mattra hoina afu lai gumaye Naya maa ghyal purano maa haraye Sansar dekhi harek din duri badhdai Ekohoro,RomanNep
ginny said mr weasley flabbergasted havent i taught you anything what have i always told you never trust anything that,English
Sakdo sakkiyo banthiyo garthiyou kattro bhatkiyo charkiyo Jhanai badyo Tadpiyo khasthiyo bagthiyo Sakdo sakkiyo banthiyo garthiyou kattro bhatkiyo charkiyo Jhanai,RomanNep
the simple things are also the most extraordinary things and only the wise can see them the simple things are,English
i have the choice of being constantly active and happy or introspectively passive and sad or i can go mad,English
as he read i fell in love the way you fall asleep slowly and then all at once as he,English
intelligence plus characterthat is the goal of true education intelligence plus characterthat is the goal of true education intelligence plus,English
life is an awful ugly place to not have a best friend life is an awful ugly place to not,English
the nitrogen in our dna the calcium in our teeth the iron in our blood the carbon in our apple,English
when we are no longer able to change a situation we are challenged to change ourselves when we are no,English
Purai biss nilami sangit kad rakhi aachu Dar parinat Sano rhachu Badli maj agi Purai biss nilami sangit kad rakhi,RomanNep
if you have the words theres always a chance that youll find the way if you have the words theres,English
once you have tasted flight you will forever walk the earth with your eyes turned skyward for there you have,English
people arent born good or bad maybe theyre born with tendencies either way but its the way you live your,English
Dhalthey chumida nana Nakai fuli Dhalthey chumida nana Nakai fuli Dhalthey chumida nana Nakai fuli Dhalthey chumida nana Nakai fuli,RomanNep
in individuals insanity is rare but in groups parties nations and epochs it is the rule in individuals insanity is,English
my rapier wit hides my inner pain my rapier wit hides my inner pain my rapier wit hides my inner,English
go on with what your heart tells you or you will lose all go on with what your heart tells,English
life has no remoteget up and change it yourself life has no remoteget up and change it yourself life has,English
our deepest fear is not that we are inadequate our deepest fear is that we are powerful beyond measure it,English
Sanu maya eta deu dhyaan ramari suna plan Jhagada loser Nango chutkaari gare Sanu maya eta deu dhyaan Sanu maya,RomanNep
a writer is someone for whom writing is more difficult than it is for other people a writer is someone,English
the advantage of a bad memory is that one enjoys several times the same good things for the first time,English
so we shall let the reader answer this question for himself who is the happier man he who has braved,English
the past is never where you think you left it the past is never where you think you left it,English
i am a man he told her and men do not consume pink beverages get thee gone woman and bring,English
its probably not just by chance that im alone it would be very hard for a man to live with,English
we write to taste life twice in the moment and in retrospect we write to taste life twice in the,English
you never really understand a person until you consider things from his point of view until you climb inside of,English
Jodincha Bas Raat TahasNahas Ras Aaba Kasdai Kaamar Bundai Jodincha Bas Raat TahasNahas Ras Aaba Kasdai Kaamar Bundai Jodincha Bas,RomanNep
ideally what should be said to every child repeatedly throughout his or her school life is something like this you,English
i am always saying glad tove met you to somebody im not at all glad i met if you want,English
i hope you find someone you cant live withouti really do and i hope you never have to know what,English
the very least you can do in your life is figure out what you hope for and the most you,English
its all in the view thats what i mean about forever too for any one of us our forever could,English
if you know someone whos depressed please resolve never to ask them why depression isnt a straightforward response to a,English
i will love you as a thief loves a gallery and as a crow loves a murder as a cloud,English
so light a fire harry choked yesof coursebut theres no wood have you gone mad ron bellowed are you a,English
the only truth is music the only truth is music the only truth is music the only truth is music,English
its so strange how life works you want something and you wait and wait and feel like its taking forever,English
its a lot easier to be lost than found its the reason were always searching and rarely discoveredso many locks,English
have you ever lost someone you love and wanted one more conversation one more chance to make up for the,English
i read once that the ancient egyptians had fifty words for sand the eskimos had a hundred words for snow,English
Audina chalpal facebook n Hoo khoi Audina chalpal Audina chalpal facebook n Hoo khoi Audina chalpal Audina chalpal facebook n,RomanNep
the best way out is always through the best way out is always through the best way out is always,English
wara phulne palas tipi sir lau paraye aafna wara wara phulne palas tipi sir lau paraye aafna wara wara phulne,RomanNep
it is said that your life flashes before your eyes just before you die that is true its called life,English
Chaye bachum chaye marum bhanum Chaye bachum chaye marum Chaye bachum chaye marum bhanum Chaye bachum chaye marum Chaye bachum,RomanNep
mattrai asar Bhawana kasai samjhana bachdaina Kalpana kasaiko bandana rakhdaina mattrai asar Bhawana kasai samjhana bachdaina Kalpana kasaiko bandana rakhdaina,RomanNep
gayi milera basauna timiNikai eklo gayi milera basauna timiNikai eklo gayi milera basauna timiNikai eklo gayi milera basauna timiNikai eklo,RomanNep
i will love you always when this red hair is white i will still love you when the smooth softness,English
even in half demon hunter clothes clary thought he looked like the kind of boy whod come over your house,English
you never have to change anything you got up in the middle of the night to write you never have,English
i dont trust people who dont love themselves and tell me i love you there is an african saying which,English
its the job thats never started as takes longest to finish its the job thats never started as takes longest,English
paani hidda bhijincha bolako rukh umridaina paani hidda bhijincha bolako rukh umridaina paani hidda bhijincha bolako rukh umridaina paani hidda,RomanNep
life he realize was much like a song in the beginning there is mystery in the end there is confirmation,English
people think it must be fun to be a super genius but they dont realize how hard it is to,English
you are not special youre not a beautiful and unique snowflake youre the same decaying organic matter as everything else,English
gravitation is not responsible for people falling in love gravitation is not responsible for people falling in love gravitation is,English
i dont mind making jokes but i dont want to look like one i dont mind making jokes but i,English
happiness is holding someone in your arms and knowing you hold the whole world happiness is holding someone in your,English
i suppose ill have to add the force of gravity to my list of enemies i suppose ill have to,English
sometimes you read a book and it fills you with this weird evangelical zeal and you become convinced that the,English
the two hardest tests on the spiritual road are the patience to wait for the right moment and the courage,English
Yatri hi hi roads neva ending kinaki ma yatr Hiidai u aghi jholibhari kaapi kaalam boki Yatri hi hi roads,RomanNep
some day you will be old enough to start reading fairy tales again some day you will be old enough,English
failure is the condiment that gives success its flavor failure is the condiment that gives success its flavor failure is,English
the moon is a loyal companionit never leaves its always there watching steadfast knowing us in our light and dark,English
even strength must bow to wisdom sometimes even strength must bow to wisdom sometimes even strength must bow to wisdom,English
darkness cannot drive out darkness only light can do that hate cannot drive out hate only love can do that,English
letting go doesnt mean that you dont care about someone anymore its just realizing that the only person you really,English
insanity is doing the same thing over and over again but expecting different results insanity is doing the same thing,English
the more you know who you are and what you want the less you let things upset you the more,English
hunthyo agni kanda Badyata jewthye tesko siddhanta Jo pailai jancha hunthyo agni kanda Badyata jewthye tesko siddhanta Jo pailai jancha,RomanNep
the desire to reach for the stars is ambitious the desire to reach hearts is wise the desire to reach,English
Labaris taal kapchha anga Aba marnunai bes Dusmanlai nahos yasto Baljiyo U aljhiyo Labaris taal Labaris taal kapchha anga Aba,RomanNep
if you stay ill do whatever you want ill quit the band go with you to new york but if,English
i fell in love with him but i dont just stay with him by default as if theres no one,English
i have something i need to tell you he says i run my fingers along the tendons in his hands,English
Afnoi parisram baney eklabya pakhey boli sunnu bike chalauna Afnoi parisram Afnoi parisram baney eklabya pakhey boli sunnu bike chalauna,RomanNep
good sex is like good bridge if you dont have a good partner youd better have a good hand good,English
khokro pardachha jhusi Kuiyyera lagdacha dhusi chaiyena manvari chaiyena dhanpani Sathivai dampati nisasu sampati nagari khokro pardachha jhusi Kuiyyera lagdacha,RomanNep
i am not afraid of storms for i am learning how to sail my ship i am not afraid of,English
i am free of all prejudice i hate everyone equally i am free of all prejudice i hate everyone equally,English
hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera hasera,RomanNep
salo bhinaju sodeko bhandinu Arko barsha tihar pakkai aauchhu didi afnai tika lagaidinu salo bhinaju sodeko bhandinu Arko barsha tihar,RomanNep
Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar Sattru hosyiar,RomanNep
chitta nabhujne chitarne tanne chitta nabhujne chitta nabhujne chitarne tanne chitta nabhujne chitta nabhujne chitarne tanne chitta nabhujne chitta nabhujne,RomanNep
,English
it is the unknown we fear when we look upon death and darkness nothing more it is the unknown we,English
literature is the most agreeable way of ignoring life literature is the most agreeable way of ignoring life literature is,English
dont be afraid of death be afraid of an unlived life you dont have to live forever you just have,English
ive got nothing to do today but smile ive got nothing to do today but smile ive got nothing to,English
and still after all this timethe sun never says to the earthyou owe melook what happens witha love like thatit,English
they didnt agree on much in fact they didnt agree on anything they fought all the time and challenged each,English
if someone were to harm my family or a friend or somebody i love i would eat them i might,English
can i help you with somethingclary turned instant traitor against her gender those girls on the other side of the,English
the best love is the kind that awakens the soul and makes us reach for more that plants a fire,English
there is no exquisite beauty without some strangeness in the proportion there is no exquisite beauty without some strangeness in,English
garchhau masanga runchhau Budo masanga hunchhau garchhau garchhau masanga runchhau Budo masanga hunchhau garchhau garchhau masanga runchhau Budo masanga hunchhau,RomanNep
Bageko harbar Bola bhana nah Aagi Badnu Cha Bageko harbar Bola bhana nah Aagi Badnu Cha Bageko harbar Bola bhana,RomanNep
when i saw you i fell in love and you smiled because you knew when i saw you i fell,English
Hidideu chalna chodcha jyan Hidideu Hidideu chalna chodcha jyan Hidideu Hidideu chalna chodcha jyan Hidideu Hidideu chalna chodcha jyan Hidideu,RomanNep
if you win you need not have to explainif you lose you should not be there to explain if you,English
if you cant fly then run if you cant run then walk if you cant walk then crawl but whatever,English
Santhi chaudaina ai parney chinta Ghrinda Vumari kasto lato buddhi Santhi chaudaina Santhi chaudaina ai parney chinta Ghrinda Vumari kasto,RomanNep
nothing in the world is more dangerous than sincere ignorance and conscientious stupidity nothing in the world is more dangerous,English
i can feel peeta press his forehead into my temple and he asks so now that youve got me what,English
Matho purna bubu Matho purna bubu Matho purna bubu Matho purna bubu Matho purna bubu Matho purna bubu Matho purna,RomanNep
i think theres just one kind of folks folks i think theres just one kind of folks folks i think,English
an intellectual yes and never deny it an intellectual is someone whose mind watches itself i like this because i,English
learn to value yourself which means fight for your happiness learn to value yourself which means fight for your happiness,English
nothing of me is original i am the combined effort of everyone ive ever known nothing of me is original,English
bhoko choko Na smajhu yaaaad Perm adhuro jivan bho bhoko choko Na smajhu yaaaad Perm adhuro jivan bho bhoko choko,RomanNep
one can never have enough socks said dumbledore another christmas has come and gone and i didnt get a single,English
if you want to be happy do not dwell in the past do not worry about the future focus on,English
and perhaps it is the greater grief after all to be left on earth when another is gone and perhaps,English
none of us knows what might happen even the next minute yet still we go forward because we trust because,English
kaanda phool hinden vanirakha kaanda kaanda phool hinden vanirakha kaanda kaanda phool hinden vanirakha kaanda kaanda phool hinden vanirakha kaanda,RomanNep
i think if ive learned anything about friendship its to hang in stay connected fight for them and let them,English
Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey Talparey,RomanNep
lekhiyeko paanamaa yesko saamanaa aafno dhaaranaa Aawaran aawaran lekhiyeko paanamaa yesko saamanaa aafno dhaaranaa Aawaran aawaran lekhiyeko paanamaa yesko saamanaa,RomanNep
Mathi socheu khutto chiplidai Swatantrata bhram sikri Mathi socheu Mathi socheu khutto chiplidai Swatantrata bhram sikri Mathi socheu Mathi socheu,RomanNep
im not going to wear a red dress she saidit would look stunning my lady she calledshe spoke to the,English
if i were not a physicist i would probably be a musician i often think in music i live my,English
in the depth of winter i finally learned that within me there lay an invincible summer in the depth of,English
naruwau mana nagara Chodi yeta Huri pareni naruwau mana nagara naruwau mana nagara Chodi yeta Huri pareni naruwau mana nagara,RomanNep
Padai thikai dubai babaal janne manne chahi fatah Yaad badera sisno lagako Padai thikai dubai babaal janne manne chahi fatah,RomanNep
marriage can wait education cannot marriage can wait education cannot marriage can wait education cannot marriage can wait education cannot,English
Khusi barsaat Parsaad thani gilas syatta Bhaisi sukuti sadeko bhatta Chilim eksarko latta thukeko Khusi barsaat Parsaad thani gilas syatta,RomanNep
Marne ke paalanaa Malai saath haat Malai gauna haasna bachna Marne ke Marne ke paalanaa Malai saath haat Malai gauna,RomanNep
half the world is composed of people who have something to say and cant and the other half who have,English
either write something worth reading or do something worth writing either write something worth reading or do something worth writing,English
if you are a dreamer come inif you are a dreamer a wisher a liara hoper a prayer a magicbeanbuyerif,English
life should not be a journey to the grave with the intention of arriving safely in a pretty and well,English
think before you speak read before you think think before you speak read before you think think before you speak,English
it is a good rule after reading a new book never to allow yourself another new one till you have,English
chhan jhuto yaha sacho Mukh tala yehi lako chhan jhuto yaha chhan jhuto yaha sacho Mukh tala yehi lako chhan,RomanNep
the impossible could not have happened therefore the impossible must be possible in spite of appearances the impossible could not,English
then the grinch thought of something he hadnt before what if christmas he thought doesnt come from a store what,English
moths repeats will youre afraid of moths not just a cloud of moths she says likea swarm of them everywhere,English
science and religion are not at odds science is simply too young to understand science and religion are not at,English
the most effective way to destroy people is to deny and obliterate their own understanding of their history the most,English
quotation is a serviceable substitute for wit quotation is a serviceable substitute for wit quotation is a serviceable substitute for,English
antiintellectualism has been a constant thread winding its way through our political and cultural life nurtured by the false notion,English
i do things like get in a taxi and say the library and step on it i do things like,English
make it a rule never to give a child a book you would not read yourself make it a rule,English
i dream my painting and i paint my dream i dream my painting and i paint my dream i dream,English
try not to become a man of success rather become a man of value try not to become a man,English
Arko barsha chai tihar ma pakkai aauchhu didi Ani afnai haat le tika lagaidinu timi Arko barsha chai tihar ma,RomanNep
reality doesnt impress me i only believe in intoxication in ecstasy and when ordinary life shackles me i escape one,English
aachanak durghatana ghatne Ghar farkeni ajjhai badne aachanak durghatana aachanak durghatana ghatne Ghar farkeni ajjhai badne aachanak durghatana aachanak durghatana,RomanNep
logic will get you from a to z imagination will get you everywhere logic will get you from a to,English
its going to be all right sir harry said over and over again more worried by dumbledores silence than he,English
deaths got an invisibility cloak harry interrupted againso he can sneak up on people said ron sometimes he gets bored,English
Maccha chanchal usley jaal lagiafu rakhcha Jhutho dhuri pachardaina Maccha chanchal usley jaal lagiafu rakhcha Jhutho dhuri pachardaina Maccha chanchal,RomanNep
Ti habaska pujarikaa agadi ek Jiskauchhan haatma churot Dhuwale garda hoki lagchha uslai khoki Ti habaska pujarikaa Ti habaska pujarikaa,RomanNep
fiction is the truth inside the lie fiction is the truth inside the lie fiction is the truth inside the,English
imperfection is beauty madness is genius and its better to be absolutely ridiculous than absolutely boring imperfection is beauty madness,English
if you try to fail and succeed which have you done if you try to fail and succeed which have,English
talk sense to a fool and he calls you foolish talk sense to a fool and he calls you foolish,English
the truth is everyone is going to hurt you you just got to find the ones worth suffering for the,English
lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak lak,RomanNep
saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni saacho gareni,RomanNep
i meant said ipslore bitterly what is there in this world that truly makes living worthwhiledeath thought about itcats he,English
be the change that you wish to see in the world be the change that you wish to see in,English
Harek galti pachadi ek Matho purna path cha Harek antya pachadi Naya Surwat cha mero sathi bhaat khancha Harek galti,RomanNep
books are no more threatened by kindle than stairs by elevators books are no more threatened by kindle than stairs,English
turn your wounds into wisdom turn your wounds into wisdom turn your wounds into wisdom turn your wounds into wisdom,English
do what you can with what you have where you are do what you can with what you have where,English
there will be a few times in your life when all your instincts will tell you to do something something,English
Ani garib maaj Jiwan bhar gulami nokkari Prayogshala banayechau rog jati Ani garib Ani garib maaj Jiwan bhar gulami nokkari,RomanNep
most people are other people their thoughts are someone elses opinions their lives a mimicry their passions a quotation most,English
the meeting of two personalities is like the contact of two chemical substances if there is any reaction both are,English
a ship is safe in harbor but thats not what ships are for a ship is safe in harbor but,English
courage isnt having the strength to go on it is going on when you dont have strength courage isnt having,English
i could not tell you if i loved you the first moment i saw you or if it was the,English
you have your way i have my way as for the right way the correct way and the only way,English
reality is merely an illusion albeit a very persistent one reality is merely an illusion albeit a very persistent one,English
great minds are always feared by lesser minds great minds are always feared by lesser minds great minds are always,English
i have found the paradox that if you love until it hurts there can be no more hurt only more,English
barna Mitho Kabita Gaida barna Mitho Kabita Gaida barna Mitho Kabita Gaida barna Mitho Kabita Gaida barna Mitho Kabita Gaida,RomanNep
wellbehaved women seldom make history wellbehaved women seldom make history wellbehaved women seldom make history wellbehaved women seldom make history,English
he was the crazy one who had painted himself black and defeated the worldshe was the book thief without the,English
there are worse crimes than burning books one of them is not reading them there are worse crimes than burning,English
yeah quirrell was a great teacher there was just that minor drawback of him having lord voldemort sticking out of,English
well nowif little by little you stop loving mei shall stop loving youlittle by littleif suddenly you forget medo not,English
the guide says there is an art to flying said ford or rather a knack the knack lies in learning,English
understanding is the first step to acceptance and only with acceptance can there be recovery understanding is the first step,English
the greatness of a nation and its moral progress can be judged by the way its animals are treated the,English
really the combination of the scabs and the ointment looks hideous i cant help enjoying his distresspoor finnick is this,English
Timro kakha sirani banaunu Tesaile najau Afu Haar khachhu Timro kakha sirani banaunu Timro kakha sirani banaunu Tesaile najau Afu,RomanNep
promise me youll always remember youre braver than you believe and stronger than you seem and smarter than you think,English
love looks not with the eyes but with the mindand therefore is winged cupid painted blind love looks not with,English
i want to grow old without facelifts i want to have the courage to be loyal to the face i,English
there is a place in the heart thatwill never be filleda spaceand even during thebest momentsandthe greatest timestimeswe will know,English
if you have enough book space i dont want to talk to you if you have enough book space i,English
come sleep with me we wont make love love will make us come sleep with me we wont make love,English
barsa tyestai kamai pugena Jutho paryo sait judena barsa tyestai barsa tyestai kamai pugena Jutho paryo sait judena barsa tyestai,RomanNep
happiness is not the absence of problems its the ability to deal with them happiness is not the absence of,English
the only real prison is fear and the only real freedom is freedom from fear the only real prison is,English
first they ignore you then they ridicule you and then they attack you and want to burn you and then,English
nothing is so painful to the human mind as a great and sudden change nothing is so painful to the,English
Dhyan basey jyoti pauchu sidhinchu bhasera Bachchu attera saas ferna Chinta khas k Hah Ho Dhyan basey jyoti pauchu sidhinchu,RomanNep
i am a cage in search of a bird i am a cage in search of a bird i am,English
i wanted you to see what real courage is instead of getting the idea that courage is a man with,English
prayer is not asking it is a longing of the soul it is daily admission of ones weakness it is,English
help others without any reason and give without the expectation of receiving anything in return help others without any reason,English
one day in retrospect the years of struggle will strike you as the most beautiful one day in retrospect the,English
i have no special talents i am only passionately curious i have no special talents i am only passionately curious,English
love is an untamed force when we try to control it it destroys us when we try to imprison it,English
never love anyone who treats you like youre ordinary never love anyone who treats you like youre ordinary never love,English
Harek antya pachadi Surwat dudh khana manlagyo sabai sangai jodnaparcha paisa nai sakisakyo sabai Harek antya Harek antya pachadi Surwat,RomanNep
we are what we pretend to be so we must be careful about what we pretend to be we are,English
so i walked back to my room and collapsed on the bottom bunk thinking that if people were rain i,English
remember that wherever your heart is there you will find your treasure remember that wherever your heart is there you,English
Kasailai pauna sakda haar uu hardaina Eklopan pida uu guhardaina Kasailai pauna sakda Kasailai pauna sakda haar uu hardaina Eklopan,RomanNep
eleanor was right she never looked nice she looked like art and art wasnt supposed to look nice it was,English
La la sorry bhandai bhuimaa faali ekchhin ghurdai heriraathi La la sorry bhandai bhuimaa faali ekchhin ghurdai heriraathi La la,RomanNep
there are much worse games to play there are much worse games to play there are much worse games to,English
there are two types of people in the world those who prefer to be sad among others and those who,English
i never forget a face but in your case ill be glad to make an exception i never forget a,English
Sochdai kaile sangarsa sangarsa kangal bhaisakyo guitar bajauna Sochdai kaile Sochdai kaile sangarsa sangarsa kangal bhaisakyo guitar bajauna Sochdai kaile,RomanNep
sometimes you read a book and it fills you with this weird evangelical zeal and you become convinced that the,English
what a treacherous thing to believe that a person is more than a person what a treacherous thing to believe,English
i believe in god but not as one thing not as an old man in the sky i believe that,English
mental pain is less dramatic than physical pain but it is more common and also more hard to bear the,English
when we love we always strive to become better than we are when we strive to become better than we,English
friendship is the hardest thing in the world to explain its not something you learn in school but if you,English
you cant depend on your eyes when your imagination is out of focus you cant depend on your eyes when,English
imagining the future is a kind of nostalgia you spend your whole life stuck in the labyrinth thinking about how,English
umis that thing tame frank saidthe horse whinnied angrilyi dont think so percy guessed he just said i will trample,English
children begin by loving their parents as they grow older they judge them sometimes they forgive them children begin by,English
Aaile bal masandai sath dinna pakhurale Asambav navani parinam kurdai Mari mardai mahal bandai baluwale Dimag jan Aaile bal masandai,RomanNep
do not fear to be eccentric in opinion for every opinion now accepted was once eccentric do not fear to,English
Yaha nahuda khyal Pariwar Sathibhai herchhan mukha Sabailai dhuka Kamaunu paisako rukha Asankhya Yaha nahuda khyal Pariwar Sathibhai herchhan mukha,RomanNep
be impeccable with your wordspeak with integrity say only what you mean avoid using the word to speak against yourself,English
folks are usually about as happy as they make their minds up to be folks are usually about as happy,English
incredible change happens in your life when you decide to take control of what you do have power over instead,English
Kaha lageko o mayalu Najaau ahile hattarinu parcha Kaha lageko re Ahh Aaudai Chu Kaha Kaha lageko o mayalu Najaau,RomanNep
you need to learn how to select your thoughts just the same way you select your clothes every day this,English
he is half of my soul as the poets say he is half of my soul as the poets say,English
whenever you read a cancer booklet or website or whatever they always list depression among the side effects of cancer,English
life is too short to waste any amount of time on wondering what other people think about you in the,English
maybe this world is another planets hell maybe this world is another planets hell maybe this world is another planets,English
women and cats will do as they please and men and dogs should relax and get used to the idea,English
i decided as long as im going to hell i might as well do it thoroughly i decided as long,English
PreHook hunajan x Dhosta basti PreHook hunajan x Dhosta basti PreHook hunajan x Dhosta basti PreHook hunajan x Dhosta basti,RomanNep
miss okay miss okay miss okay miss okay miss okay miss okay miss okay miss okay miss okay miss okay,RomanNep
im going to wake peeta i sayno wait says finnick lets do it together put our faces right in front,English
wahiyaat pagal dikka sochda wahiyaat pagal dikka sochda wahiyaat pagal dikka sochda wahiyaat pagal dikka sochda wahiyaat pagal dikka sochda,RomanNep
sometimes you wake up sometimes the fall kills you and sometimes when you fall you fly sometimes you wake up,English
it has been said time heals all wounds i do not agree the wounds remain in time the mind protecting,English
one cannot think well love well sleep well if one has not dined well one cannot think well love well,English
people havent always been there for me but music always has people havent always been there for me but music,English
Khop Mero chati chot dherai kamaudina kina hepeko tesle surya purba bata udaucha Khop Mero chati Khop Mero chati chot,RomanNep
so when the moons only partly full you only feel a little wolfy you could say thatwell you can go,English
who controls the past controls the future who controls the present controls the past who controls the past controls the,English
twenty years from now you will be more disappointed by the things that you didnt do than by the ones,English
i do not fear death i had been dead for billions and billions of years before i was born and,English
they say im oldfashioned and live in the past but sometimes i think progress progresses too fast they say im,English
life is what happens to us while we are making other plans life is what happens to us while we,English
i love to see a young girl go out and grab the world by the lapels lifes a bitch youve,English
we loved with a love that was more than love we loved with a love that was more than love,English
sanity and happiness are an impossible combination sanity and happiness are an impossible combination sanity and happiness are an impossible,English
tiri hidney khatey baram bar famous banaudai songs sochera bhaisake tiri tiri hidney khatey baram bar famous banaudai songs sochera,RomanNep
only a generation of readers will spawn a generation of writers only a generation of readers will spawn a generation,English
chhodi jauna sabko dhukaune Timile chadi gaye kasko bauko jane chhodi jauna sabko dhukaune Timile chadi gaye kasko bauko jane,RomanNep
we do not believe in ourselves until someone reveals that deep inside us something is valuable worth listening to worthy,English
when people dont express themselves they die one piece at a time when people dont express themselves they die one,English
Khaye darr Jhaups sadai theo Khukuri khol Junction raddi Belka kanxi bhatti Khaye darr Jhaups sadai theo Khukuri khol Junction,RomanNep
to define is to limit to define is to limit to define is to limit to define is to limit,English
Manabta guhaar laune awaz chopeu Manav adhikar balatkaar pratikaar Garne kalakaar samachar rokeu Bhudi saitaan santaan bokeu Manabta guhaar laune,RomanNep
dont grieve anything you lose comes round in another form dont grieve anything you lose comes round in another form,English
Lukiyeka lukiyeka yathartha hudaina Chahera rokna sakinna Wastabikta hudaina saanjh dhaldai Lukiyeka lukiyeka yathartha hudaina Chahera rokna sakinna Wastabikta hudaina,RomanNep
the library is inhabited by spirits that come out of the pages at night the library is inhabited by spirits,English
Thulo hidne dimag raicha ghatak tagat pare mehabat sadak Thulo hidne dimag Thulo hidne dimag raicha ghatak tagat pare mehabat,RomanNep
each night when i go to sleep i die and the next morning when i wake up i am reborn,English
the best way to find yourself is to lose yourself in the service of others the best way to find,English
Ful herei aayo silat vhai diyo Ful herei aayo silat vhai diyo Ful herei aayo silat vhai diyo Ful herei,RomanNep
khaana ya kara laagcha Kaalei bato hinchu pau dukhai daro parera ghau lukai khaana ya kara laagcha Kaalei bato hinchu,RomanNep
however many holy words you read however many you speak what good will they do you if you do not,English
they say time heals all wounds but that presumes the source of the grief is finite they say time heals,English
the first ten lies they tell you in high school we are here to help you you will have time,English
fairy tales are more than true not because they tell us that dragons exist but because they tell us that,English
if youre reading thiscongratulations youre aliveif thats not something to smile aboutthen i dont know what is if youre reading,English
dont ever apologise to an author for buying something in paperback or taking it out from a library thats what,English
Sangit premi sayed yodda thuprai Vanney rok chuna jasta yatri Sangit premi sayed yodda thuprai Vanney rok chuna jasta yatri,RomanNep
Jaleko chhati Hurkiyo baagh Aaune Bachaum Pauchham hamle saajh Dhoka swarga Haasna sikchhu narka artha Jaleko chhati Hurkiyo baagh Aaune,RomanNep
thats part of what i like about the book in some ways it portrays death truthfully you die in the,English
to choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation to choose,English
bheten moda sahara bheten moda sahara bheten moda sahara bheten moda sahara bheten moda sahara bheten moda sahara bheten moda,RomanNep
goodbye said the fox and now here is my secret a very simple secret it is only with the heart,English
dogs never bite me just humans dogs never bite me just humans dogs never bite me just humans dogs never,English
im oxygen and hes dying to breathe im oxygen and hes dying to breathe im oxygen and hes dying to,English
Kano rastra aankho khojdai neji lamki sorgabasi daju dd baini vakti shaid vanchu prayog garey sakti Marnu sajilo pasa nepal,RomanNep
some humans would do anything to see if it was possible to do it if you put a large switch,English
whats up i askedyou tell me he said you were the one about ready to start making out with adrianit,English
yes i am a dreamer for a dreamer is one who can only find his way by moonlight and his,English
be patient toward all that is unsolved in your heart and try to love the questions themselves like locked rooms,English
if peeta and i were both to die or they thought we weremy fingers fumble with the pouch on my,English
how do i love thee let me count the waysi love thee to the depth and breadth and heightmy soul,English
love is like the wind you cant see it but you can feel it love is like the wind you,English
it doesnt interest me what you do for a living i want to know what you ache for and if,English
freedom lies in being bold freedom lies in being bold freedom lies in being bold freedom lies in being bold,English
we are each our own devil and we make this world our hell we are each our own devil and,English
Rap khel papipet bharne chamal Papi pet bharne chamal Rap khel Rap khel papipet bharne chamal Papi pet bharne chamal,RomanNep
because nerds like us are allowed to be unironically enthusiastic about stuff nerds are allowed to love stuff like jumpupanddowninthechaircantcontrolyourself,English
